公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,薪资,职位福利,经营范围,职位类型,公司福利,第二职位类型,城市
北京棕榈创想科技有限公司,PALMAX,150-500人,A轮,高新区,python开发工程师,3-5年,本科,10k-20k,五险一金 试用期全薪 餐补 14薪,移动互联网,开发|测试|运维类,"['绩效奖金', '交通补助', '定期体检', '午餐补助']",后端开发,成都
达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,武侯区,python开发工程师,1-3年,本科,10k-18k,AI 六险一金 准独角兽 技术氛围极佳,人工智能,开发|测试|运维类,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']",后端开发,成都
风变科技（深圳）有限公司,风变科技（深圳）有限公司,150-500人,A轮,南山区,Python工程师（运维方向）,1-3年,本科,10k-20k,"百万级用户,数据驱动,科技前沿,高效工作","移动互联网,教育",开发|测试|运维类,"['专项奖金', '带薪年假', '定期体检', '六险一金']",运维,深圳
四川弘和通讯有限公司,四川弘和集团,150-500人,A轮,武侯区,python开发,3-5年,本科,10k-15k,人工智能,移动互联网,开发|测试|运维类,"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",后端开发,成都
千言信息技术（上海）有限公司,italki,50-150人,A轮,黄浦区,高级后端开发工程师-Python,5-10年,本科,20k-30k,国际化平台，员工福利好，地点好，鼓励学习,"电商,教育",开发|测试|运维类,"['高端医疗保险', '国际化团队', '绩效奖金', '带薪年假']",后端开发,上海
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,Lead Go/Python/Java工程师,5-10年,本科,35k-45k,"美资互联网,技术导向,英文环境,硅谷文化","企业服务,数据服务",开发|测试|运维类,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",后端开发,北京
西安华讯科技有限责任公司,Huatek,150-500人,未融资,高新技术产业开发区,python开发,3-5年,不限,10k-20k,"双休,五险一金,年假,公司旅游，产品","电商,移动互联网",开发|测试|运维类,[],后端开发,西安
湖南智圭谷信息技术咨询服务有限公司,湖南智圭谷信息技术,15-50人,未融资,雨花区,python开发工程师,3-5年,本科,10k-15k,可以往培训讲师方面发展,教育 软件开发,开发|测试|运维类,[],后端开发,长沙
上海微创软件股份有限公司,微创软件,2000人以上,不需要融资,海淀区,Python开发工程师,1-3年,本科,10k-15k,五险一金 带薪年假 技术大牛 氛围好,"企业服务,移动互联网",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
东方财富信息股份有限公司,东方财富,2000人以上,上市公司,徐汇区,Python开发工程师（证券）,1-3年,本科,15k-25k,五险一金、上市公司、职级晋升、定期体检,金融,开发|测试|运维类,"['技能培训', '节日礼物', '股票期权', '绩效奖金']",后端开发,上海
小桨乘风网络科技（北京）有限公司,V8实拍,150-500人,B轮,朝阳区,高级python开发工程师,3-5年,本科,25k-50k,"大牛云集,工程师文化,一年15薪",移动互联网,开发|测试|运维类,"['股票期权', '带薪年假', '午餐补助', '定期体检']",后端开发,北京
特赞（上海）信息科技有限公司,特赞|Tezign,50-150人,B轮,徐汇区,Python开发工程师,3-5年,本科,25k-40k,大牛云集 培训机会 优厚福利 晋升机制,移动互联网,开发|测试|运维类,"['技能培训', '扁平管理', '弹性工作', '全员持股']",后端开发,上海
杭州迪英加科技有限公司,迪英加,15-50人,A轮,余杭区,python开发工程师,1-3年,本科,10k-15k,学习提升机会多 大牛多,人工智能,开发|测试|运维类,[],后端开发,杭州
北京瑞莱智慧科技有限公司,RealAI,15-50人,天使轮,海淀区,资深Python工程师,不限,本科,18k-36k,"大牛带队,扁平化管理,弹性工作,高日薪",人工智能,开发|测试|运维类,[],后端开发,北京
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,Python开发工程师-小米电视,3-5年,本科,15k-30k,创业氛围,硬件,开发|测试|运维类,"['快速成长', '免费班车', '扁平管理', '技能培训']",后端开发,北京
北京向上一心科技有限公司,老虎集团,150-500人,上市公司,朝阳区,Python开发工程师,1-3年,本科,20k-35k,"六险一金,绩效奖金,发展空间大,股票期权","移动互联网,金融",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
深圳市文德数慧科技开发有限责任公司,文德数慧,150-500人,不需要融资,海淀区,python开发,3-5年,本科,12k-18k,五险一金 年底双薪 双休,企业服务,开发|测试|运维类,"['年底双薪', '专项奖金', '年终分红', '带薪年假']",后端开发,北京
广府数字（深圳）股份有限公司,广府数字,15-50人,未融资,天河区,Python工程师,不限,大专,12k-18k,"打造千万级,原始股权,公司核心骨,报酬丰厚","区块链,电商",开发|测试|运维类,[],后端开发,广州
中电太极（集团）有限公司,中电太极（集团）有限公司,2000人以上,不需要融资,海淀区,Python开发工程师,3-5年,本科,15k-30k,福利待遇佳，发展空间大,"信息安全,数据服务",开发|测试|运维类,[],后端开发,北京
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,南山区,Python 客户端开发工程师,1-3年,本科,15k-30k,"创新产品,牛人密集,从0到1,项目奖金","硬件,其他",开发|测试|运维类,"['无人驾驶', '国际标准', '车厂合作', '海归团队']",后端开发,深圳
互道信息技术（上海）有限公司,NextTao 互道信息,50-150人,B轮,浦东新区,Python高级开发工程师,3-5年,本科,18k-30k,互联网零售革命的推动者,"移动互联网,电商",开发|测试|运维类,"['节日礼物', '技能培训', '年底双薪', '年度旅游']",后端开发,上海
深圳市一面网络技术有限公司,一面数据,50-150人,A轮,南山区,Python 工程师（数据平台方向）,1-3年,本科,10k-20k,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '海归精英团队', 'Geek分享', '绩效奖金']",后端开发,深圳
上海宏路数据技术股份有限公司,Hypers,50-150人,上市公司,虹口区,Python开发工程师,不限,不限,7k-14k,扁平化 成长快 氛围好,移动互联网,开发|测试|运维类,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",后端开发,上海
优维科技（深圳）有限公司,优维科技,50-150人,B轮,市中区,python开发工程师-济南,3-5年,本科,8k-15k,"BAT系,年底奖金,氛围好","移动互联网,企业服务",开发|测试|运维类,"['年底双薪', '午餐补助', '股票期权', '弹性工作']",后端开发,济南
南京华苏科技有限公司,华苏科技,2000人以上,上市公司,西城区,python开发工程师,1-3年,本科,7k-12k,五险一金 双休 节假福利,"移动互联网,企业服务",开发|测试|运维类,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",后端开发,北京
爱笔（北京）智能科技有限公司,Aibee,150-500人,A轮,海淀区,Python开发工程师-计算平台 ,不限,不限,15k-30k,人工智能 创业氛围,"移动互联网,企业服务",开发|测试|运维类,"['国际化团队', '计算机视觉', '语音识别', '自然语言理解']",后端开发,北京
上海卫莎网络科技有限公司,Versa,50-150人,A轮,徐汇区,Python研发工程师,1-3年,不限,15k-25k,"AI,扁平化,弹性工作,交通方便","移动互联网,文娱丨内容",开发|测试|运维类,"['年底双薪', '股票期权', '帅哥多', '扁平管理']",后端开发,上海
江曲投资咨询（上海）有限公司,Student.com,150-500人,C轮,静安区,Python高级开发工程师,5-10年,本科,15k-30k,活力团队，技术牛人,电商,开发|测试|运维类,"['技能培训', '带薪年假', '岗位晋升', '五险一金']",后端开发,上海
深圳市一面网络技术有限公司,一面数据,50-150人,A轮,南山区,Python 工程师（产品研发）,1-3年,本科,10k-20k,大数据人工智能；名校系大牛；技术氛围浓,"移动互联网,数据服务",开发|测试|运维类,"['技能培训', '海归精英团队', 'Geek分享', '绩效奖金']",后端开发,深圳
北京向上一心科技有限公司,老虎集团,150-500人,上市公司,朝阳区,python开发工程师,3-5年,本科,20k-35k,技术氛围好；交通便利,"移动互联网,金融",开发|测试|运维类,"['绩效奖金', '年底双薪', '带薪年假', '定期体检']",后端开发,北京
上海道客网络科技有限公司,DAOCLOUD,150-500人,B轮,杨浦区,Python开发工程师 （上海/北京）,3-5年,本科,15k-30k,"15天年假,5天病假,技术氛围,年终多薪","企业服务,数据服务",开发|测试|运维类,"['工程师文化', '业界大牛', '改变世界', '豪华团队']",后端开发,上海
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,Python开发工程师-供应链开发,3-5年,不限,15k-25k,七险一金；大牛带队；上升空间,旅游,开发|测试|运维类,"['股票期权', '十四薪', '零食饮料水果', '团队氛围好']",后端开发,北京
腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,南山区,python开发工程师,3-5年,本科,20k-40k,架构设计，项目锻炼，职业成长,社交,开发|测试|运维类,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",后端开发,深圳
北京快快网络技术有限公司,真融宝,150-500人,B轮,海淀区,Python中级开发工程师,不限,本科,20k-25k,"六险一金,有餐补,团队氛围好，成长空间大",金融,开发|测试|运维类,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",后端开发,北京
上海谷露软件有限公司,谷露软件,50-150人,A轮,黄浦区,Python开发工程师,3-5年,本科,20k-25k,五险一金，定期体检，带薪年假，午餐补助,"数据服务,企业服务",开发|测试|运维类,"['团队融洽', '股票期权', '扁平管理', '通讯津贴']",后端开发,上海
北京中科物安科技有限公司,中科物安,50-150人,B轮,海淀区,python开发工程师,3-5年,本科,15k-25k,"发展空间大,五险一金,餐补,带薪年假",信息安全,开发|测试|运维类,"['年底双薪', '带薪年假', '午餐补助', '领导好']",后端开发,北京
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深Python研发工程师,5-10年,本科,25k-40k,"上市公司,六险一金,发挥空间,团队氛围","数据服务,企业服务",开发|测试|运维类,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",后端开发,北京
杭州嘉云数据科技有限公司,Club Factory,150-500人,C轮,西湖区,Python开发工程师（数据方向）,1-3年,本科,15k-20k,"海量数据,世界级产品,核心业务,高复杂度","电商,移动互联网",开发|测试|运维类,"['海量大数据', '世界级产品', 'AI', '智能供应链']",后端开发,杭州
北京智胜新格科技有限公司,北京智胜新格科技有限...,150-500人,不需要融资,海淀区,Python开发（海外休闲游戏方向）,3-5年,本科,15k-30k,1. 公司大牛聚集 2.硅谷式办公环境,"移动互联网,游戏",开发|测试|运维类,"['绩效奖金', '定期体检', '弹性工作', '节日礼物']",后端开发,北京
北京达佳互联信息技术有限公司,快手,2000人以上,D轮及以上,海淀区,Python开发工程师-【基础架构】,3-5年,本科,25k-50k,"发展快,空间大,待遇优",文娱丨内容,开发|测试|运维类,"['股票期权', '弹性工作', '定期体检', '岗位晋升']",后端开发,北京
上海炫体信息科技有限公司,雷速体育,50-150人,不需要融资,虹口区,Python（年轻人的狂欢）,1-3年,本科,12k-20k,轻松办公环境、无限零食、桌球、乒乓球,"移动互联网,社交",开发|测试|运维类,"['节日礼物', '年底双薪', '专项奖金', '带薪年假']",后端开发,上海
上海行动教育科技股份有限公司,行动教育,500-2000人,上市公司,闵行区,python开发工程师,3-5年,本科,20k-30k,上市公司 创业团队 氛围好 国外游学,教育,开发|测试|运维类,"['五险一金', '绩效奖金', '领导好', '美女多']",后端开发,上海
溪流科技（北京）有限公司,溪流科技,15-50人,未融资,海淀区,Python开发工程师,3-5年,本科,12k-24k,"成长空间大,团队文化好六险一金,周末双休","企业服务,数据服务",开发|测试|运维类,"['午餐补助', '岗位晋升', '管理规范', '带薪年假']",后端开发,北京
上海炫体信息科技有限公司,雷速体育,50-150人,不需要融资,虹口区,Python（年轻人的狂欢）,1-3年,大专,12k-20k,"交通补贴,饭补,旅游,下午茶","移动互联网,社交",开发|测试|运维类,"['节日礼物', '年底双薪', '专项奖金', '带薪年假']",企业软件,上海
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,福田区,资深python研发工程师,5-10年,本科,20k-40k,上市公司 发挥空间 折腾技术 牛人多,"数据服务,企业服务",开发|测试|运维类,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",后端开发,深圳
大河网络传媒集团有限公司,大河网,150-500人,不需要融资,中原区,Python,3-5年,本科,5k-10k,五险 双休,文娱丨内容,开发|测试|运维类,"['节日礼物', '年底双薪', '专项奖金', '带薪年假']",后端开发,郑州
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,南山区,112145-资深容器python开发,5-10年,本科,15k-30k,"五险一金,绩效奖金",金融,开发|测试|运维类,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",后端开发,深圳
暗物智能科技（广州）有限公司,DMAI智能科技,150-500人,A轮,南沙区,机器学习研发工程师-Python,1-3年,硕士,20k-35k,极快速发展、空间大,移动互联网,开发|测试|运维类,"['带薪年假', '绩效奖金', 'AI', '高福利待遇']",人工智能,广州
西安智园软件开发管理有限公司,Wisdom Garden,50-150人,A轮,高新技术产业开发区,Python高级工程师,5-10年,不限,13k-26k,弹性扁平 福利棒 大牛同你一起飞,教育,开发|测试|运维类,"['敏捷开发', 'Mac高配', '六险一金', '扁平化管理']",后端开发,西安
深圳高新网络科技有限公司,高新网络科技,50-150人,未融资,岳麓区,高级python开发工程师,3-5年,本科,20k-30k,"高薪酬,五险一金,年终奖",游戏,开发|测试|运维类,[],数据开发,长沙
北京钱方银通科技有限公司,钱方好近,150-500人,B轮,朝阳区,python开发工程师,3-5年,本科,13k-26k,五险一金、双休、餐补,金融,开发|测试|运维类,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",后端开发,北京
北京摩尔宝宝网络科技有限公司,摩尔妈妈,15-50人,A轮,朝阳区,高级python开发工程师,3-5年,本科,30k-40k,"大牛带队,注重成长,季度奖金,免费午餐",移动互联网,开发|测试|运维类,"['大牛带队', '注重成长', '硅谷范儿', '免费午餐']",后端开发,北京
阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,高级python开发工程师,5-10年,本科,16k-32k,"晋升空间大,年终奖金多,福利丰厚,平台大",金融,开发|测试|运维类,"['绩效奖金', '五险一金', '通讯津贴', '交通补助']",后端开发,北京
腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,南山区,python开发工程师,不限,不限,20k-40k,大厂经验，广阔的发展平台,社交,开发|测试|运维类,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",后端开发,深圳
上海多赋信息科技有限公司,多赋信息,50-150人,不需要融资,杨浦区,Python,3-5年,大专,10k-17k,五险一金,"移动互联网,硬件",开发|测试|运维类,"['带薪年假', '定期体检', '年终分红', '股票期权']",后端开发,上海
广州美亚电子商务国际旅行社有限公司,美亚商旅,150-500人,不需要融资,天河区,Python开发工程师,1-3年,大专,6k-12k,"五险一金,带薪年假,绩效奖金,年底双薪",电商,开发|测试|运维类,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",后端开发,广州
成都无糖信息技术有限公司,无糖信息,50-150人,A轮,高新区,Python开发工程师,3-5年,不限,7k-12k,福利完善 地铁周边 年轻团队 扁平管理,"信息安全,数据服务",开发|测试|运维类,"['带薪年假', '五险一金', '弹性工作', '领导好']",后端开发,成都
中电太极（集团）有限公司,中电太极（集团）有限公司,2000人以上,不需要融资,高新技术产业开发区,（西安）Python开发工程师,3-5年,本科,6k-12k,发展前景,"信息安全,数据服务",开发|测试|运维类,[],后端开发,西安
上海炫体信息科技有限公司,雷速体育,50-150人,不需要融资,虹口区,Python（年轻人的狂欢）,1-3年,本科,12k-20k,"五险一金,氛围佳,年度旅游,福利好","移动互联网,社交",开发|测试|运维类,"['节日礼物', '年底双薪', '专项奖金', '带薪年假']",企业软件,上海
上海估家网络科技有限公司,房价网,50-150人,B轮,长宁区,python开发工程师,1-3年,本科,15k-20k,发展前景；管理权限,"移动互联网,数据服务",开发|测试|运维类,"['节日礼物', '绩效奖金', '五险一金', '年底双薪']",数据开发,上海
平安科技（深圳）有限公司,平安科技,2000人以上,不需要融资,南山区,11217M-资深python开发（平安云）,5-10年,本科,18k-30k,"五险一金,绩效奖金",金融,开发|测试|运维类,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",运维,深圳
北京逍遥志科技有限公司,逍遥志科技,15-50人,A轮,朝阳区,高级Python研发工程师,5-10年,本科,25k-50k,牛人多，氛围好，发展快,"移动互联网,金融",开发|测试|运维类,"['定期体检', '股票期权', '弹性工作', '领导好']",后端开发,北京
北京奇安信科技有限公司,奇安信集团,2000人以上,不需要融资,朝阳区,Python,3-5年,本科,10k-20k,免费三餐 弹性工作制,信息安全,开发|测试|运维类,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",后端开发,北京
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Python开发工程师-变现业务,1-3年,本科,25k-40k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,北京
北京高鸿兴科信息技术有限公司武汉分公司,高鸿兴科,50-150人,不需要融资,海淀区,高级python开发工程师,5-10年,本科,15k-20k,"福利健全,外包岗,五险一金","移动互联网,数据服务",开发|测试|运维类,"['年底双薪', '带薪年假', '通讯津贴', '定期体检']",后端开发,北京
深圳云天励飞技术有限公司,云天励飞,500-2000人,B轮,福田区,Python开发工程师(J10047),3-5年,不限,15k-25k,人工智能,人工智能,开发|测试|运维类,"['节日礼物', '带薪年假', '年度旅游', '开放务实']",后端开发,深圳
北京钱方银通科技有限公司,钱方好近,150-500人,B轮,双流县,Python开发工程师（成都）,3-5年,本科,12k-20k,全球移动支付建设者的平台,金融,开发|测试|运维类,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",后端开发,成都
上海辰沅金融信息服务有限公司,辰沅金融,15-50人,A轮,浦东新区,Python,1-3年,本科,13k-26k,"公司环境好,牛人聚集地,扁平化管理,晋升空间大",金融,开发|测试|运维类,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",后端开发,上海
深圳市微课科技有限公司,荔枝微课,50-150人,A轮,南山区,初级python开发工程师,1-3年,本科,10k-15k,团队年轻，专人带领,"移动互联网,教育",开发|测试|运维类,"['美女多', '弹性工作', '扁平管理', '午餐补助']",后端开发,深圳
达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,浦东新区,高级python开发工程师,3-5年,本科,18k-25k,AI准独角兽 技术氛围浓 优秀伙伴,人工智能,开发|测试|运维类,"['AI人工智能', 'NLP', '技术领先', '市场口碑佳']",后端开发,上海
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,福田区,高级Python研发工程师,1-3年,本科,13k-25k,上市公司、团队管理、发挥空间、福利优厚,"数据服务,企业服务",开发|测试|运维类,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",后端开发,深圳
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,高级Python研发工程师,3-5年,本科,22k-35k,"千万级用户,高并发系统",文娱丨内容,开发|测试|运维类,"['专项奖金', '带薪年假', '年度旅游', '扁平管理']",后端开发,北京
成都民航西南凯亚有限责任公司,西南凯亚,150-500人,不需要融资,高新区,高级python开发工程师,5-10年,本科,8k-10k,国企，带薪休假，五险一金，没有996,"信息安全,其他",开发|测试|运维类,"['午餐补助', '绩效奖金', '带薪年假', '定期体检']",后端开发,成都
上海辰沅金融信息服务有限公司,辰沅金融,15-50人,A轮,浦东新区,Python开发工程师,1-3年,本科,13k-26k,"公司环境好,牛人聚集地,扁平化管理,晋升空间大",金融,开发|测试|运维类,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",后端开发,上海
深圳市彬讯科技有限公司,土巴兔,500-2000人,C轮,南山区,python开发工程师,1-3年,本科,13k-20k,周末双休 带薪年假,"移动互联网,消费生活",开发|测试|运维类,"['股票期权', '五险一金', '带薪年假', '节日礼物']",后端开发,深圳
西安星垂智能科技有限公司,星垂智能,15-50人,不需要融资,高新技术产业开发区,Python Engineer,1-3年,本科,10k-20k,Work from home；免费健身房,"移动互联网,人工智能",开发|测试|运维类,"['带薪年假', '弹性工作', '健身房福利', '扁平管理']",后端开发,西安
北京流体网络科技有限公司,流体网络,50-150人,B轮,朝阳区,Python开发工程师(推荐系统),3-5年,本科,12k-24k,薪资福利优厚,移动互联网,开发|测试|运维类,"['股票期权', '弹性工作', '领导好', '扁平管理']",后端开发,北京
北京悦慧康科技有限公司,悦慧康,50-150人,未融资,海淀区,Python开发工程师,1-3年,本科,12k-24k,六险一金 交通补贴 专业培训,移动互联网,开发|测试|运维类,[],后端开发,北京
深圳小步网络科技有限公司,小步网络,150-500人,B轮,宝安区,Python后台开发工程师,3-5年,本科,15k-30k,"待遇优厚,成长空间大,弹性上班,下午茶",移动互联网,开发|测试|运维类,"['股票期权', '定期体检', '下午茶', '年度旅游']",后端开发,深圳
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,福田区,资深Python研发工程师,3-5年,本科,20k-40k,上市公司、团队管理、发挥空间、福利优厚,"数据服务,企业服务",开发|测试|运维类,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",后端开发,深圳
广州泉涌信息科技有限公司,泉涌信息,15-50人,不需要融资,天河区,python高级开发,5-10年,本科,18k-35k,福利待遇好 团队氛围好 数据量大,移动互联网,开发|测试|运维类,"['海外互联网', '快速成长', '出国旅游', '扁平管理']",后端开发,广州
深圳市云间网络科技有限公司,云间网络,50-150人,不需要融资,东湖新技术开发区,python开发工程师(武汉）,1-3年,大专,7k-8k,发展前景的空间很大，公司福利多多,"移动互联网,企业服务",开发|测试|运维类,"['年底双薪', '股票期权', '专项奖金', '绩效奖金']",后端开发,武汉
北京钱方银通科技有限公司,钱方好近,150-500人,B轮,朝阳区,python开发工程师,3-5年,本科,15k-25k,全球移动支付建设者的平台,金融,开发|测试|运维类,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",后端开发,北京
成都宽邦科技有限公司,宽邦（BigQuant）,50-150人,天使轮,高新区,Python开发工程师,1-3年,本科,8k-15k,"前沿技术,发展广阔,人工智能,优秀团队","金融,数据服务",开发|测试|运维类,"['前沿技术', '五险一金', '股票期权', '团队优秀']",后端开发,成都
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,玄武区,资深Python研发工程师,3-5年,本科,25k-40k,高薪期权，弹性工作，免费三餐，租房补贴,文娱丨内容,开发|测试|运维类,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",后端开发,南京
郑州创恒实业有限公司,郑州创恒实业有限公司,150-500人,未融资,金水区,高级Python开发工程师,1-3年,大专,7k-10k,高级,移动互联网,开发|测试|运维类,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",后端开发,郑州
广州英荔教育科技有限公司,英荔教育,15-50人,不需要融资,天河区,Python高级软件工程师,1-3年,本科,9k-18k,双休 带薪假 年假 晋升大 气氛融洽,"企业服务,教育",开发|测试|运维类,"['年底双薪', '午餐补助', '带薪年假', '五险一金']",后端开发,广州
湖南快乐阳光互动娱乐传媒有限公司,芒果tv,500-2000人,上市公司,开福区,Python/Go 架构师,5-10年,本科,10k-20k,13薪，奖金丰富，大平台发展前景广阔,文娱丨内容,开发|测试|运维类,"['节日礼物', '免费班车', '带薪年假', '帅哥多']",后端开发,长沙
上海辰沅金融信息服务有限公司,辰沅金融,15-50人,A轮,浦东新区,Python开发工程师,1-3年,本科,13k-26k,"公司环境好,牛人聚集地,扁平化管理,晋升空间大",金融,开发|测试|运维类,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",后端开发,上海
北京步鼎方舟科技有限公司,微车,150-500人,C轮,海淀区,Python高级开发工程师,5-10年,本科,20k-40k,"六险一金,通讯补贴,带薪年假","移动互联网,消费生活",开发|测试|运维类,[],后端开发,北京
